full_text,Filtering,Case_Folding,Tokenizing,Stemming,Stopwords_Removal,clean_text
takkan tetiba insomnia lahhh pulakkk padehal tadi takde minum coffee pun but ada maybe from matcha tp mcm tak rasa sgt pun matcha dia dahtu malam semalamnya elok je tidur ,takkan tetiba insomnia lahhh pulakkk padehal tadi takde minum coffee pun but ada maybe from matcha tp mcm tak rasa sgt pun matcha dia dahtu malam semalamnya elok je tidur ,takkan tetiba insomnia lahhh pulakkk padehal tadi takde minum coffee pun but ada maybe from matcha tp mcm tak rasa sgt pun matcha dia dahtu malam semalamnya elok je tidur ,"['takkan', 'tetiba', 'insomnia', 'lahhh', 'pulakkk', 'padehal', 'tadi', 'takde', 'minum', 'coffee', 'pun', 'but', 'ada', 'maybe', 'from', 'matcha', 'tp', 'mcm', 'tak', 'rasa', 'sgt', 'pun', 'matcha', 'dia', 'dahtu', 'malam', 'semalamnya', 'elok', 'je', 'tidur']","['tak', 'tetiba', 'insomnia', 'lahhh', 'pulakkk', 'padehal', 'tadi', 'takde', 'minum', 'coffee', 'pun', 'but', 'ada', 'maybe', 'from', 'matcha', 'tp', 'mcm', 'tak', 'rasa', 'sgt', 'pun', 'matcha', 'dia', 'dahtu', 'malam', 'malam', 'elok', 'je', 'tidur']","['tak', 'tetiba', 'insomnia', 'lahhh', 'pulakkk', 'padehal', 'tadi', 'takde', 'minum', 'coffee', 'pun', 'but', 'maybe', 'from', 'matcha', 'tp', 'mcm', 'tak', 'rasa', 'sgt', 'pun', 'matcha', 'dahtu', 'malam', 'malam', 'elok', 'je', 'tidur']","['tak', 'tetiba', 'insomnia', 'lahhh', 'pulakkk', 'padehal', 'tadi', 'takde', 'minum', 'coffee', 'pun', 'but', 'maybe', 'from', 'matcha', 'tp', 'mcm', 'tak', 'rasa', 'sgt', 'pun', 'matcha', 'dahtu', 'malam', 'malam', 'elok', 'je', 'tidur']"
Insomnia menyiksa bgt kalo ada kelas pagi ,Insomnia menyiksa bgt kalo ada kelas pagi ,insomnia menyiksa bgt kalo ada kelas pagi ,"['insomnia', 'menyiksa', 'bgt', 'kalo', 'ada', 'kelas', 'pagi']","['insomnia', 'siksa', 'bgt', 'kalo', 'ada', 'kelas', 'pagi']","['insomnia', 'siksa', 'bgt', 'kalo', 'kelas', 'pagi']","['insomnia', 'siksa', 'bgt', 'kalo', 'kelas', 'pagi']"
@dialogsenja__ Emang pikiran ngaruh banget sama kesehatan. Insomnia itu kan salah satu gejalanya. Kl bawaan seneng dan pikiran ++ sie tubuh jg akan kebal dg penyakit. Kl bawaan overthinking dan sedih mulu ya otomatis tubuh jg bakal sering sakit, Emang pikiran ngaruh banget sama kesehatan Insomnia itu kan salah satu gejalanya Kl bawaan seneng dan pikiran  sie tubuh jg akan kebal dg penyakit Kl bawaan overthinking dan sedih mulu ya otomatis tubuh jg bakal sering sakit, emang pikiran ngaruh banget sama kesehatan insomnia itu kan salah satu gejalanya kl bawaan seneng dan pikiran  sie tubuh jg akan kebal dg penyakit kl bawaan overthinking dan sedih mulu ya otomatis tubuh jg bakal sering sakit,"['emang', 'pikiran', 'ngaruh', 'banget', 'sama', 'kesehatan', 'insomnia', 'itu', 'kan', 'salah', 'satu', 'gejalanya', 'kl', 'bawaan', 'seneng', 'dan', 'pikiran', 'sie', 'tubuh', 'jg', 'akan', 'kebal', 'dg', 'penyakit', 'kl', 'bawaan', 'overthinking', 'dan', 'sedih', 'mulu', 'ya', 'otomatis', 'tubuh', 'jg', 'bakal', 'sering', 'sakit']","['emang', 'pikir', 'ngaruh', 'banget', 'sama', 'sehat', 'insomnia', 'itu', 'kan', 'salah', 'satu', 'gejala', 'kl', 'bawa', 'neng', 'dan', 'pikir', 'sie', 'tubuh', 'jg', 'akan', 'kebal', 'dg', 'sakit', 'kl', 'bawa', 'overthinking', 'dan', 'sedih', 'mulu', 'ya', 'otomatis', 'tubuh', 'jg', 'bakal', 'sering', 'sakit']","['emang', 'pikir', 'ngaruh', 'banget', 'sama', 'sehat', 'insomnia', 'kan', 'salah', 'satu', 'gejala', 'kl', 'bawa', 'neng', 'pikir', 'sie', 'tubuh', 'jg', 'kebal', 'dg', 'sakit', 'kl', 'bawa', 'overthinking', 'sedih', 'mulu', 'ya', 'otomatis', 'tubuh', 'jg', 'bakal', 'sering', 'sakit']","['emang', 'pikir', 'ngaruh', 'banget', 'sama', 'sehat', 'insomnia', 'kan', 'salah', 'satu', 'gejala', 'kl', 'bawa', 'neng', 'pikir', 'sie', 'tubuh', 'jg', 'kebal', 'dg', 'sakit', 'kl', 'bawa', 'overthinking', 'sedih', 'mulu', 'ya', 'otomatis', 'tubuh', 'jg', 'bakal', 'sering', 'sakit']"
@worksfess Aku der jadi kebiasaan insomnia gitu karna susah tidur jadi kepala aku sampe nyeri pusing, Aku der jadi kebiasaan insomnia gitu karna susah tidur jadi kepala aku sampe nyeri pusing, aku der jadi kebiasaan insomnia gitu karna susah tidur jadi kepala aku sampe nyeri pusing,"['aku', 'der', 'jadi', 'kebiasaan', 'insomnia', 'gitu', 'karna', 'susah', 'tidur', 'jadi', 'kepala', 'aku', 'sampe', 'nyeri', 'pusing']","['aku', 'der', 'jadi', 'biasa', 'insomnia', 'gitu', 'karna', 'susah', 'tidur', 'jadi', 'kepala', 'aku', 'sampe', 'nyeri', 'pusing']","['aku', 'der', 'biasa', 'insomnia', 'gitu', 'karna', 'susah', 'tidur', 'kepala', 'aku', 'sampe', 'nyeri', 'pusing']","['aku', 'der', 'biasa', 'insomnia', 'gitu', 'karna', 'susah', 'tidur', 'kepala', 'aku', 'sampe', 'nyeri', 'pusing']"
Orang gila mana yang insomnia jam 12 malam malah nambah koleksi parfum akulah orang gila itu,Orang gila mana yang insomnia jam  malam malah nambah koleksi parfum akulah orang gila itu,orang gila mana yang insomnia jam  malam malah nambah koleksi parfum akulah orang gila itu,"['orang', 'gila', 'mana', 'yang', 'insomnia', 'jam', 'malam', 'malah', 'nambah', 'koleksi', 'parfum', 'akulah', 'orang', 'gila', 'itu']","['orang', 'gila', 'mana', 'yang', 'insomnia', 'jam', 'malam', 'malah', 'nambah', 'koleksi', 'parfum', 'aku', 'orang', 'gila', 'itu']","['orang', 'gila', 'mana', 'insomnia', 'jam', 'malam', 'malah', 'nambah', 'koleksi', 'parfum', 'aku', 'orang', 'gila']","['orang', 'gila', 'mana', 'insomnia', 'jam', 'malam', 'malah', 'nambah', 'koleksi', 'parfum', 'aku', 'orang', 'gila']"
it hurts insomnia. belakangan ini lagi susah tidur lagi,it hurts insomnia belakangan ini lagi susah tidur lagi,it hurts insomnia belakangan ini lagi susah tidur lagi,"['it', 'hurts', 'insomnia', 'belakangan', 'ini', 'lagi', 'susah', 'tidur', 'lagi']","['it', 'hurts', 'insomnia', 'belakang', 'ini', 'lagi', 'susah', 'tidur', 'lagi']","['it', 'hurts', 'insomnia', 'belakang', 'susah', 'tidur']","['it', 'hurts', 'insomnia', 'belakang', 'susah', 'tidur']"
Tips sembuh dari insomnia ngambang bgt gua td pas kelas kek mau pingsan anjer,Tips sembuh dari insomnia ngambang bgt gua td pas kelas kek mau pingsan anjer,tips sembuh dari insomnia ngambang bgt gua td pas kelas kek mau pingsan anjer,"['tips', 'sembuh', 'dari', 'insomnia', 'ngambang', 'bgt', 'gua', 'td', 'pas', 'kelas', 'kek', 'mau', 'pingsan', 'anjer']","['tips', 'sembuh', 'dari', 'insomnia', 'ngambang', 'bgt', 'gua', 'td', 'pas', 'kelas', 'kek', 'mau', 'pingsan', 'anjer']","['tips', 'sembuh', 'insomnia', 'ngambang', 'bgt', 'gua', 'td', 'pas', 'kelas', 'kek', 'mau', 'pingsan', 'anjer']","['tips', 'sembuh', 'insomnia', 'ngambang', 'bgt', 'gua', 'td', 'pas', 'kelas', 'kek', 'mau', 'pingsan', 'anjer']"
Oh rasanya ketiduran abis ngerjain tugas PENYEMBUH INSOMNIA ADALAH NGERJAIN TUGASSSSS RAWR,Oh rasanya ketiduran abis ngerjain tugas PENYEMBUH INSOMNIA ADALAH NGERJAIN TUGASSSSS RAWR,oh rasanya ketiduran abis ngerjain tugas penyembuh insomnia adalah ngerjain tugasssss rawr,"['oh', 'rasanya', 'ketiduran', 'abis', 'ngerjain', 'tugas', 'penyembuh', 'insomnia', 'adalah', 'ngerjain', 'tugasssss', 'rawr']","['oh', 'rasa', 'tidur', 'abis', 'ngerjain', 'tugas', 'sembuh', 'insomnia', 'adalah', 'ngerjain', 'tugasssss', 'rawr']","['oh', 'rasa', 'tidur', 'abis', 'ngerjain', 'tugas', 'sembuh', 'insomnia', 'adalah', 'ngerjain', 'tugasssss', 'rawr']","['oh', 'rasa', 'tidur', 'abis', 'ngerjain', 'tugas', 'sembuh', 'insomnia', 'adalah', 'ngerjain', 'tugasssss', 'rawr']"
@skynah_ best aku orangnya insomnia udah kebiasaan tidur jam 3-4 pagi waktu Malaysia wkwkwk jam 1 pagi ke atas jam paling aktif buat aku &gt;.&lt; &lt;3 jd bobo sebelum waktu itu jarang terjadi dek T^T tp makasih &lt;3, best aku orangnya insomnia udah kebiasaan tidur jam  pagi waktu Malaysia wkwkwk jam  pagi ke atas jam paling aktif buat aku gtlt lt jd bobo sebelum waktu itu jarang terjadi dek TT tp makasih lt, best aku orangnya insomnia udah kebiasaan tidur jam  pagi waktu malaysia wkwkwk jam  pagi ke atas jam paling aktif buat aku gtlt lt jd bobo sebelum waktu itu jarang terjadi dek tt tp makasih lt,"['best', 'aku', 'orangnya', 'insomnia', 'udah', 'kebiasaan', 'tidur', 'jam', 'pagi', 'waktu', 'malaysia', 'wkwkwk', 'jam', 'pagi', 'ke', 'atas', 'jam', 'paling', 'aktif', 'buat', 'aku', 'gtlt', 'lt', 'jd', 'bobo', 'sebelum', 'waktu', 'itu', 'jarang', 'terjadi', 'dek', 'tt', 'tp', 'makasih', 'lt']","['best', 'aku', 'orang', 'insomnia', 'udah', 'biasa', 'tidur', 'jam', 'pagi', 'waktu', 'malaysia', 'wkwkwk', 'jam', 'pagi', 'ke', 'atas', 'jam', 'paling', 'aktif', 'buat', 'aku', 'gtlt', 'lt', 'jd', 'bobo', 'belum', 'waktu', 'itu', 'jarang', 'jadi', 'dek', 'tt', 'tp', 'makasih', 'lt']","['best', 'aku', 'orang', 'insomnia', 'udah', 'biasa', 'tidur', 'jam', 'pagi', 'waktu', 'malaysia', 'wkwkwk', 'jam', 'pagi', 'atas', 'jam', 'paling', 'aktif', 'buat', 'aku', 'gtlt', 'lt', 'jd', 'bobo', 'waktu', 'jarang', 'dek', 'tt', 'tp', 'makasih', 'lt']","['best', 'aku', 'orang', 'insomnia', 'udah', 'biasa', 'tidur', 'jam', 'pagi', 'waktu', 'malaysia', 'wkwkwk', 'jam', 'pagi', 'atas', 'jam', 'paling', 'aktif', 'buat', 'aku', 'gtlt', 'lt', 'jd', 'bobo', 'waktu', 'jarang', 'dek', 'tt', 'tp', 'makasih', 'lt']"
@kolonigigs_ Ternyata Surya Insomnia, Ternyata Surya Insomnia, ternyata surya insomnia,"['ternyata', 'surya', 'insomnia']","['nyata', 'surya', 'insomnia']","['nyata', 'surya', 'insomnia']","['nyata', 'surya', 'insomnia']"
@daripear insomnia akut kak, insomnia akut kak, insomnia akut kak,"['insomnia', 'akut', 'kak']","['insomnia', 'akut', 'kak']","['insomnia', 'akut', 'kak']","['insomnia', 'akut', 'kak']"
malam Jumat ini adalah malam ke sembilan ratus Laila lepas landas dan mendarat di bulan. aku membilangnya agar dua puluh tahun kemudian saat kiamat datang dan jantungku hilang ada sesuatu yang tercatat untuk menegaskan kangen berat seorang pengidap insomnia. - @sajakindie,malam Jumat ini adalah malam ke sembilan ratus Laila lepas landas dan mendarat di bulan aku membilangnya agar dua puluh tahun kemudian saat kiamat datang dan jantungku hilang ada sesuatu yang tercatat untuk menegaskan kangen berat seorang pengidap insomnia  ,malam jumat ini adalah malam ke sembilan ratus laila lepas landas dan mendarat di bulan aku membilangnya agar dua puluh tahun kemudian saat kiamat datang dan jantungku hilang ada sesuatu yang tercatat untuk menegaskan kangen berat seorang pengidap insomnia  ,"['malam', 'jumat', 'ini', 'adalah', 'malam', 'ke', 'sembilan', 'ratus', 'laila', 'lepas', 'landas', 'dan', 'mendarat', 'di', 'bulan', 'aku', 'membilangnya', 'agar', 'dua', 'puluh', 'tahun', 'kemudian', 'saat', 'kiamat', 'datang', 'dan', 'jantungku', 'hilang', 'ada', 'sesuatu', 'yang', 'tercatat', 'untuk', 'menegaskan', 'kangen', 'berat', 'seorang', 'pengidap', 'insomnia']","['malam', 'jumat', 'ini', 'adalah', 'malam', 'ke', 'sembilan', 'ratus', 'laila', 'lepas', 'landas', 'dan', 'darat', 'di', 'bulan', 'aku', 'bilang', 'agar', 'dua', 'puluh', 'tahun', 'kemudian', 'saat', 'kiamat', 'datang', 'dan', 'jantung', 'hilang', 'ada', 'sesuatu', 'yang', 'catat', 'untuk', 'tegas', 'kangen', 'berat', 'orang', 'idap', 'insomnia']","['malam', 'jumat', 'adalah', 'malam', 'sembilan', 'ratus', 'laila', 'lepas', 'landas', 'darat', 'bulan', 'aku', 'bilang', 'dua', 'puluh', 'tahun', 'kemudian', 'saat', 'kiamat', 'datang', 'jantung', 'hilang', 'sesuatu', 'catat', 'tegas', 'kangen', 'berat', 'orang', 'idap', 'insomnia']","['malam', 'jumat', 'adalah', 'malam', 'sembilan', 'ratus', 'laila', 'lepas', 'landas', 'darat', 'bulan', 'aku', 'bilang', 'dua', 'puluh', 'tahun', 'kemudian', 'saat', 'kiamat', 'datang', 'jantung', 'hilang', 'sesuatu', 'catat', 'tegas', 'kangen', 'berat', 'orang', 'idap', 'insomnia']"
ntakut banget jadi bahan roasting di insomnia zero banggg ,ntakut banget jadi bahan roasting di insomnia zero banggg ,ntakut banget jadi bahan roasting di insomnia zero banggg ,"['ntakut', 'banget', 'jadi', 'bahan', 'roasting', 'di', 'insomnia', 'zero', 'banggg']","['ntakut', 'banget', 'jadi', 'bahan', 'roasting', 'di', 'insomnia', 'zero', 'banggg']","['ntakut', 'banget', 'bahan', 'roasting', 'insomnia', 'zero', 'banggg']","['ntakut', 'banget', 'bahan', 'roasting', 'insomnia', 'zero', 'banggg']"
@gabutforlife @IndoPopBase OMG!! Merinding banget liatnya. I feel you Tasyaaa dikhianati orang yang paling dipercaya itu emang nyakitin banget. Wajar kalau sampai insomnia berhari-hari. Itu ada yg bilang digadein apa yg digadein?? Rumah bu Ala? Bawa orang asing ngacak-ngacak keluarga tuh,  OMG Merinding banget liatnya I feel you Tasyaaa dikhianati orang yang paling dipercaya itu emang nyakitin banget Wajar kalau sampai insomnia berharihari Itu ada yg bilang digadein apa yg digadein Rumah bu Ala Bawa orang asing ngacakngacak keluarga tuh,  omg merinding banget liatnya i feel you tasyaaa dikhianati orang yang paling dipercaya itu emang nyakitin banget wajar kalau sampai insomnia berharihari itu ada yg bilang digadein apa yg digadein rumah bu ala bawa orang asing ngacakngacak keluarga tuh,"['omg', 'merinding', 'banget', 'liatnya', 'i', 'feel', 'you', 'tasyaaa', 'dikhianati', 'orang', 'yang', 'paling', 'dipercaya', 'itu', 'emang', 'nyakitin', 'banget', 'wajar', 'kalau', 'sampai', 'insomnia', 'berharihari', 'itu', 'ada', 'yg', 'bilang', 'digadein', 'apa', 'yg', 'digadein', 'rumah', 'bu', 'ala', 'bawa', 'orang', 'asing', 'ngacakngacak', 'keluarga', 'tuh']","['omg', 'merinding', 'banget', 'liat', 'i', 'feel', 'you', 'tasyaaa', 'khianat', 'orang', 'yang', 'paling', 'percaya', 'itu', 'emang', 'nyakitin', 'banget', 'wajar', 'kalau', 'sampai', 'insomnia', 'berharihari', 'itu', 'ada', 'yg', 'bilang', 'digadein', 'apa', 'yg', 'digadein', 'rumah', 'bu', 'ala', 'bawa', 'orang', 'asing', 'ngacakngacak', 'keluarga', 'tuh']","['omg', 'merinding', 'banget', 'liat', 'i', 'feel', 'you', 'tasyaaa', 'khianat', 'orang', 'paling', 'percaya', 'emang', 'nyakitin', 'banget', 'wajar', 'kalau', 'sampai', 'insomnia', 'berharihari', 'yg', 'bilang', 'digadein', 'apa', 'yg', 'digadein', 'rumah', 'bu', 'ala', 'bawa', 'orang', 'asing', 'ngacakngacak', 'keluarga', 'tuh']","['omg', 'merinding', 'banget', 'liat', 'i', 'feel', 'you', 'tasyaaa', 'khianat', 'orang', 'paling', 'percaya', 'emang', 'nyakitin', 'banget', 'wajar', 'kalau', 'sampai', 'insomnia', 'berharihari', 'yg', 'bilang', 'digadein', 'apa', 'yg', 'digadein', 'rumah', 'bu', 'ala', 'bawa', 'orang', 'asing', 'ngacakngacak', 'keluarga', 'tuh']"
EITSSSS sespesies sama si mingyu mingyu itu bihh PLSSS KAPAN INSOMNIA ZERO LAGIIII https://t.co/hmXadujoOK,EITSSSS sespesies sama si mingyu mingyu itu bihh PLSSS KAPAN INSOMNIA ZERO LAGIIII ,eitssss sespesies sama si mingyu mingyu itu bihh plsss kapan insomnia zero lagiiii ,"['eitssss', 'sespesies', 'sama', 'si', 'mingyu', 'mingyu', 'itu', 'bihh', 'plsss', 'kapan', 'insomnia', 'zero', 'lagiiii']","['eitssss', 'spesies', 'sama', 'si', 'mingyu', 'mingyu', 'itu', 'bihh', 'plsss', 'kapan', 'insomnia', 'zero', 'lagiiii']","['eitssss', 'spesies', 'sama', 'si', 'mingyu', 'mingyu', 'bihh', 'plsss', 'kapan', 'insomnia', 'zero', 'lagiiii']","['eitssss', 'spesies', 'sama', 'si', 'mingyu', 'mingyu', 'bihh', 'plsss', 'kapan', 'insomnia', 'zero', 'lagiiii']"
Standby di kemang https://t.co/ghiMPoc84K,Standby di kemang ,standby di kemang ,"['standby', 'di', 'kemang']","['standby', 'di', 'kemang']","['standby', 'kemang']","['standby', 'kemang']"
Luhgeknya nyapuin....ganti nama jdi Carmen insomnia aja dah https://t.co/eE01NGuBCh,Luhgeknya nyapuinganti nama jdi Carmen insomnia aja dah ,luhgeknya nyapuinganti nama jdi carmen insomnia aja dah ,"['luhgeknya', 'nyapuinganti', 'nama', 'jdi', 'carmen', 'insomnia', 'aja', 'dah']","['luhgeknya', 'nyapuinganti', 'nama', 'jdi', 'carmen', 'insomnia', 'aja', 'dah']","['luhgeknya', 'nyapuinganti', 'nama', 'jdi', 'carmen', 'insomnia', 'aja', 'dah']","['luhgeknya', 'nyapuinganti', 'nama', 'jdi', 'carmen', 'insomnia', 'aja', 'dah']"
Yuk makan https://t.co/PXswvK658i,Yuk makan ,yuk makan ,"['yuk', 'makan']","['yuk', 'makan']","['yuk', 'makan']","['yuk', 'makan']"
Insomnia bbrp hari ini kl siang ngantuk bgt,Insomnia bbrp hari ini kl siang ngantuk bgt,insomnia bbrp hari ini kl siang ngantuk bgt,"['insomnia', 'bbrp', 'hari', 'ini', 'kl', 'siang', 'ngantuk', 'bgt']","['insomnia', 'bbrp', 'hari', 'ini', 'kl', 'siang', 'ngantuk', 'bgt']","['insomnia', 'bbrp', 'hari', 'kl', 'siang', 'ngantuk', 'bgt']","['insomnia', 'bbrp', 'hari', 'kl', 'siang', 'ngantuk', 'bgt']"
Kalo ngantuk pas pagi gini jadi nyesel kenapa semalam sok sok insomnia ,Kalo ngantuk pas pagi gini jadi nyesel kenapa semalam sok sok insomnia ,kalo ngantuk pas pagi gini jadi nyesel kenapa semalam sok sok insomnia ,"['kalo', 'ngantuk', 'pas', 'pagi', 'gini', 'jadi', 'nyesel', 'kenapa', 'semalam', 'sok', 'sok', 'insomnia']","['kalo', 'ngantuk', 'pas', 'pagi', 'gin', 'jadi', 'nyesel', 'kenapa', 'malam', 'sok', 'sok', 'insomnia']","['kalo', 'ngantuk', 'pas', 'pagi', 'gin', 'nyesel', 'kenapa', 'malam', 'sok', 'sok', 'insomnia']","['kalo', 'ngantuk', 'pas', 'pagi', 'gin', 'nyesel', 'kenapa', 'malam', 'sok', 'sok', 'insomnia']"
@worksfess Pernah waktu gue Insomnia selama 2 bulanan gue tidur subuh jam 4 bangun jam setengah 6. Mantap banget, Pernah waktu gue Insomnia selama  bulanan gue tidur subuh jam  bangun jam setengah  Mantap banget, pernah waktu gue insomnia selama  bulanan gue tidur subuh jam  bangun jam setengah  mantap banget,"['pernah', 'waktu', 'gue', 'insomnia', 'selama', 'bulanan', 'gue', 'tidur', 'subuh', 'jam', 'bangun', 'jam', 'setengah', 'mantap', 'banget']","['pernah', 'waktu', 'gue', 'insomnia', 'lama', 'bulan', 'gue', 'tidur', 'subuh', 'jam', 'bangun', 'jam', 'tengah', 'mantap', 'banget']","['pernah', 'waktu', 'gue', 'insomnia', 'lama', 'bulan', 'gue', 'tidur', 'subuh', 'jam', 'bangun', 'jam', 'tengah', 'mantap', 'banget']","['pernah', 'waktu', 'gue', 'insomnia', 'lama', 'bulan', 'gue', 'tidur', 'subuh', 'jam', 'bangun', 'jam', 'tengah', 'mantap', 'banget']"
Jumat Insomnia Sabtu Eskala menyala,Jumat Insomnia Sabtu Eskala menyala,jumat insomnia sabtu eskala menyala,"['jumat', 'insomnia', 'sabtu', 'eskala', 'menyala']","['jumat', 'insomnia', 'sabtu', 'eskala', 'nyala']","['jumat', 'insomnia', 'sabtu', 'eskala', 'nyala']","['jumat', 'insomnia', 'sabtu', 'eskala', 'nyala']"
Depok semalam https://t.co/8ZKJYq8NAc,Depok semalam ,depok semalam ,"['depok', 'semalam']","['depok', 'malam']","['depok', 'malam']","['depok', 'malam']"
#kontekstrivia - Ada sebuah penyakit langka bernama Familial Fatal Insomnia (FFI). Awalnya hanya berupa kesulitan tidur. Dampaknya sangat serius: berat badan turun drastis kehilangan keseimbangan daya ingat melemah hingga muncul halusinasi.(ag) #FaktaUnik #InfoKesehatan https://t.co/XVa4Sv22by,  Ada sebuah penyakit langka bernama Familial Fatal Insomnia FFI Awalnya hanya berupa kesulitan tidur Dampaknya sangat serius berat badan turun drastis kehilangan keseimbangan daya ingat melemah hingga muncul halusinasiag   ,  ada sebuah penyakit langka bernama familial fatal insomnia ffi awalnya hanya berupa kesulitan tidur dampaknya sangat serius berat badan turun drastis kehilangan keseimbangan daya ingat melemah hingga muncul halusinasiag   ,"['ada', 'sebuah', 'penyakit', 'langka', 'bernama', 'familial', 'fatal', 'insomnia', 'ffi', 'awalnya', 'hanya', 'berupa', 'kesulitan', 'tidur', 'dampaknya', 'sangat', 'serius', 'berat', 'badan', 'turun', 'drastis', 'kehilangan', 'keseimbangan', 'daya', 'ingat', 'melemah', 'hingga', 'muncul', 'halusinasiag']","['ada', 'buah', 'sakit', 'langka', 'nama', 'familial', 'fatal', 'insomnia', 'ffi', 'awal', 'hanya', 'upa', 'sulit', 'tidur', 'dampak', 'sangat', 'serius', 'berat', 'badan', 'turun', 'drastis', 'hilang', 'imbang', 'daya', 'ingat', 'lemah', 'hingga', 'muncul', 'halusinasiag']","['buah', 'sakit', 'langka', 'nama', 'familial', 'fatal', 'insomnia', 'ffi', 'awal', 'hanya', 'upa', 'sulit', 'tidur', 'dampak', 'sangat', 'serius', 'berat', 'badan', 'turun', 'drastis', 'hilang', 'imbang', 'daya', 'ingat', 'lemah', 'hingga', 'muncul', 'halusinasiag']","['buah', 'sakit', 'langka', 'nama', 'familial', 'fatal', 'insomnia', 'ffi', 'awal', 'hanya', 'upa', 'sulit', 'tidur', 'dampak', 'sangat', 'serius', 'berat', 'badan', 'turun', 'drastis', 'hilang', 'imbang', 'daya', 'ingat', 'lemah', 'hingga', 'muncul', 'halusinasiag']"
Terbangun Dini Hari dan Tidak Bisa Tidur Lagi? Kenali Gejala dan 3 Penyebab Late Insomnia @KemenkesRI https://t.co/DkDOW8dAuh #mojokerto #kesehatan #dinihari #insomnia #kabarterdepan,Terbangun Dini Hari dan Tidak Bisa Tidur Lagi Kenali Gejala dan  Penyebab Late Insomnia       ,terbangun dini hari dan tidak bisa tidur lagi kenali gejala dan  penyebab late insomnia       ,"['terbangun', 'dini', 'hari', 'dan', 'tidak', 'bisa', 'tidur', 'lagi', 'kenali', 'gejala', 'dan', 'penyebab', 'late', 'insomnia']","['bangun', 'dini', 'hari', 'dan', 'tidak', 'bisa', 'tidur', 'lagi', 'kenal', 'gejala', 'dan', 'sebab', 'late', 'insomnia']","['bangun', 'dini', 'hari', 'bisa', 'tidur', 'kenal', 'gejala', 'sebab', 'late', 'insomnia']","['bangun', 'dini', 'hari', 'bisa', 'tidur', 'kenal', 'gejala', 'sebab', 'late', 'insomnia']"
@beckhamputran bacaan komentar tam loba nasehat penting keur karir didinya bobotoh nyaah ka didinya sukses terus tam semoga makin meningkat terus , bacaan komentar tam loba nasehat penting keur karir didinya bobotoh nyaah ka didinya sukses terus tam semoga makin meningkat terus , bacaan komentar tam loba nasehat penting keur karir didinya bobotoh nyaah ka didinya sukses terus tam semoga makin meningkat terus ,"['bacaan', 'komentar', 'tam', 'loba', 'nasehat', 'penting', 'keur', 'karir', 'didinya', 'bobotoh', 'nyaah', 'ka', 'didinya', 'sukses', 'terus', 'tam', 'semoga', 'makin', 'meningkat', 'terus']","['baca', 'komentar', 'tam', 'loba', 'nasehat', 'penting', 'keur', 'karir', 'didinya', 'bobotoh', 'nyaah', 'ka', 'didinya', 'sukses', 'terus', 'tam', 'moga', 'makin', 'tingkat', 'terus']","['baca', 'komentar', 'tam', 'loba', 'nasehat', 'penting', 'keur', 'karir', 'didinya', 'bobotoh', 'nyaah', 'ka', 'didinya', 'sukses', 'terus', 'tam', 'moga', 'makin', 'tingkat', 'terus']","['baca', 'komentar', 'tam', 'loba', 'nasehat', 'penting', 'keur', 'karir', 'didinya', 'bobotoh', 'nyaah', 'ka', 'didinya', 'sukses', 'terus', 'tam', 'moga', 'makin', 'tingkat', 'terus']"
@sbyfess Insomnia itu ga tidur samsek ya?, Insomnia itu ga tidur samsek ya, insomnia itu ga tidur samsek ya,"['insomnia', 'itu', 'ga', 'tidur', 'samsek', 'ya']","['insomnia', 'itu', 'ga', 'tidur', 'samsek', 'ya']","['insomnia', 'ga', 'tidur', 'samsek', 'ya']","['insomnia', 'ga', 'tidur', 'samsek', 'ya']"
-rek kenopo gurung turu? yaopo ben gk insomnia ,rek kenopo gurung turu yaopo ben gk insomnia ,rek kenopo gurung turu yaopo ben gk insomnia ,"['rek', 'kenopo', 'gurung', 'turu', 'yaopo', 'ben', 'gk', 'insomnia']","['rek', 'kenopo', 'gurung', 'turu', 'yaopo', 'ben', 'gk', 'insomnia']","['rek', 'kenopo', 'gurung', 'turu', 'yaopo', 'ben', 'gk', 'insomnia']","['rek', 'kenopo', 'gurung', 'turu', 'yaopo', 'ben', 'gk', 'insomnia']"
@kegblgnunfaedh Iya sayang aku sejenis insomnia, Iya sayang aku sejenis insomnia, iya sayang aku sejenis insomnia,"['iya', 'sayang', 'aku', 'sejenis', 'insomnia']","['iya', 'sayang', 'aku', 'jenis', 'insomnia']","['iya', 'sayang', 'aku', 'jenis', 'insomnia']","['iya', 'sayang', 'aku', 'jenis', 'insomnia']"
@tanyarlfes Karna insomnia... biar sadar diri bahaya nya apa https://t.co/5jtaOnhsQO, Karna insomnia biar sadar diri bahaya nya apa , karna insomnia biar sadar diri bahaya nya apa ,"['karna', 'insomnia', 'biar', 'sadar', 'diri', 'bahaya', 'nya', 'apa']","['karna', 'insomnia', 'biar', 'sadar', 'diri', 'bahaya', 'nya', 'apa']","['karna', 'insomnia', 'biar', 'sadar', 'diri', 'bahaya', 'nya', 'apa']","['karna', 'insomnia', 'biar', 'sadar', 'diri', 'bahaya', 'nya', 'apa']"
